omega,phi,eta,xi,delta,rscore,label,sample_idx
0.5060101955265642,0.0,0.49398980447343577,1.0,0.4939617292547483,0.0,0,0
0.5015012596734233,0.0,0.4984987403265767,1.0,0.4984577401399553,0.0,0,1
0.5015428794708288,0.0,0.49845712052917124,1.0,0.49851109814034755,0.0,0,2
0.5025971193303673,0.0,0.4974028806696327,1.0,0.49734086837546576,0.0,0,3
0.5013182791242439,0.0,0.49868172087575613,1.0,0.498544342277611,0.0,0,4
0.5041917735901754,0.0,0.4958082264098246,1.0,0.49578698963205536,0.0,0,5
0.5024324926867795,0.0,0.4975675073132205,1.0,0.4977303380159158,0.0,0,6
0.5009096174532272,0.0,0.49909038254677285,1.0,0.49929127061610395,0.0,0,7
0.5012674789912823,0.0,0.4987325210087177,1.0,0.498704565865169,0.0,0,8
0.5010530889448207,0.0,0.4989469110551793,1.0,0.4990367168558526,0.0,0,9
0.5014906266592284,0.0,0.4985093733407716,1.0,0.49844578534031025,0.0,0,10
0.5039189764758993,0.0,0.49608102352410066,1.0,0.496125460008753,0.0,0,11
0.5013261090542822,0.0,0.4986738909457178,1.0,0.49850866218672135,0.0,0,12
0.5020553472411746,0.0,0.4979446527588254,1.0,0.4979225261935565,0.0,0,13
0.504826809276341,0.0,0.49517319072365895,1.0,0.4950089969151135,0.0,0,14
0.5018876527774168,0.0,0.49811234722258324,1.0,0.4982828851423901,0.0,0,15
0.5008080371022151,0.0,0.4991919628977849,1.0,0.4990850292584237,0.0,0,16
0.5020211401099144,0.0,0.4979788598900856,1.0,0.4978380791732813,0.0,0,17
0.5017907069624384,0.0,0.49820929303756156,1.0,0.49818657081717405,0.0,0,18
0.5012271418526192,0.0,0.4987728581473808,1.0,0.49877073933729565,0.0,0,19
0.5049098393488408,0.0,0.4950901606511592,1.0,0.4951357625800223,0.0,0,20
0.5037677488589898,0.0,0.4962322511410102,1.0,0.4960598676678449,0.0,0,21
0.5062012093043762,0.0,0.4937987906956238,1.0,0.49397455375604316,0.0,0,22
0.5009580712236822,0.0,0.4990419287763178,1.0,0.4987574741989691,0.0,0,23
0.501928210316607,0.0,0.49807178968339305,1.0,0.4978932243805727,0.0,0,24
0.50127839733182,0.0,0.49872160266818,1.0,0.4988069135210479,0.0,0,25
0.5013318357520199,0.0,0.4986681642479801,1.0,0.4988373985226065,0.0,0,26
0.5019905872686795,0.0,0.4980094127313205,1.0,0.498083378893136,0.0,0,27
0.5041458536971416,0.0,0.4958541463028584,1.0,0.49584205319047153,0.0,0,28
0.5060059932820259,0.0,0.4939940067179741,1.0,0.4937671278812071,0.0,0,29
0.5018182198206583,0.0,0.49818178017934167,1.0,0.4982745567653614,0.0,0,30
0.5072642502198214,0.0,0.49273574978017864,1.0,0.49274994592461935,0.0,0,31
0.505399003554586,0.0,0.494600996445414,1.0,0.49464882584874953,0.0,0,32
0.5048627532631593,0.0,0.4951372467368407,1.0,0.49519278367406405,0.0,0,33
0.5018082878781137,0.0,0.4981917121218863,1.0,0.49832654516218905,0.0,0,34
0.505321772814829,0.0,0.49467822718517096,1.0,0.4947371369920328,0.0,0,35
0.5052051109431377,0.0,0.4947948890568623,1.0,0.49464882584874953,0.0,0,36
0.5038053791231029,0.0,0.49619462087689714,1.0,0.49610678466574676,0.0,0,37
0.5043440205710275,0.0,0.49565597942897255,1.0,0.4955238826267617,0.0,0,38
0.5087764052003183,0.0,0.4912235947996817,1.0,0.4912816890012949,0.0,0,39
0.5027117218248478,0.0,0.4972882781751522,1.0,0.4970913035382869,0.0,0,40
0.5013680605960179,0.0,0.4986319394039821,1.0,0.49857598146454607,0.0,0,41
0.5012728214263916,0.0,0.4987271785736084,1.0,0.4987441840573174,0.0,0,42
0.5016468372707706,0.0,0.49835316272922936,1.0,0.49852080411483807,0.0,0,43
0.5010500579658859,0.0,0.49894994203411414,1.0,0.4987346040168329,0.0,0,44
0.5048381733036642,0.0,0.4951618266963358,1.0,0.49512627597719067,0.0,0,45
0.5008240291453157,0.0,0.49917597085468435,1.0,0.4992473964071704,0.0,0,46
0.501202504958886,0.0,0.49879749504111404,1.0,0.4984862302100516,0.0,0,47
0.5030929859542456,0.0,0.49690701404575444,1.0,0.4969590698448863,0.0,0,48
0.5022078763783764,0.0,0.4977921236216236,1.0,0.4975585379629139,0.0,0,49
0.5042631465646812,0.0,0.4957368534353188,1.0,0.49589571300021185,0.0,0,50
0.5016823697571137,0.0,0.49831763024288633,1.0,0.4982699846582696,0.0,0,51
0.5015074448935964,0.0,0.49849255510640356,1.0,0.49833042263869237,0.0,0,52
0.5021967799698437,0.0,0.4978032200301563,1.0,0.4977252869553063,0.0,0,53
0.5042824311462253,0.0,0.4957175688537747,1.0,0.49585380477576724,0.0,0,54
0.5051677027033656,0.0,0.49483229729663436,1.0,0.4945980059767897,0.0,0,55
0.5018596200094965,0.0,0.49814037999050353,1.0,0.497989482596489,0.0,0,56
0.5021873989131016,0.0,0.4978126010868984,1.0,0.4977306816996942,0.0,0,57
0.5011489278483191,0.0,0.4988510721516809,1.0,0.49859179994565167,0.0,0,58
0.5025005058473765,0.0,0.4974994941526235,1.0,0.4973390640767052,0.0,0,59
0.5037024155214792,0.0,0.4962975844785208,1.0,0.49633982077125244,0.0,0,60
0.5026585213577655,0.0,0.49734147864223455,1.0,0.4973596699982046,0.0,0,61
0.5046129204554775,0.0,0.49538707954452255,1.0,0.4951887527652518,0.0,0,62
0.5047552971777142,0.0,0.49524470282228583,1.0,0.4950476405276777,0.0,0,63
0.5029222598844607,0.0,0.4970777401155393,1.0,0.4970433222038092,0.0,0,64
0.502579950090238,0.0,0.49742004990976196,1.0,0.4975147282619293,0.0,0,65
0.5014034441324701,0.0,0.49859655586752993,1.0,0.4984725656360172,0.0,0,66
0.5016815785583639,0.0,0.4983184214416361,1.0,0.4981580060809415,0.0,0,67
0.5013532153896861,0.0,0.49864678461031386,1.0,0.498702366498429,0.0,0,68
0.5013060696597031,0.0,0.49869393034029685,1.0,0.498724829080165,0.0,0,69
0.5012380745410763,0.0,0.4987619254589237,1.0,0.4986478546790418,0.0,0,70
0.50593191371142,0.0,0.49406808628858,1.0,0.49407559747288177,0.0,0,71
0.5050816040144114,0.0,0.4949183959855886,1.0,0.4948563045680549,0.0,0,72
0.5016089963378809,0.0,0.4983910036621191,1.0,0.49850866218672135,0.0,0,73
0.5058031883396891,0.0,0.49419681166031093,1.0,0.49424301818743227,0.0,0,74
0.5024350989313763,0.0,0.4975649010686237,1.0,0.4974914749404669,0.0,0,75
0.5011045723717091,0.0,0.49889542762829087,1.0,0.4987346040168329,0.0,0,76
0.5019946931128715,0.0,0.4980053068871285,1.0,0.4979225261935565,0.0,0,77
0.5015501022338867,0.0,0.49844989776611326,1.0,0.4984624076821438,0.0,0,78
0.5013015114596017,0.0,0.49869848854039833,1.0,0.4987547501801283,0.0,0,79
0.5041267549641454,0.0,0.4958732450358546,1.0,0.4955416882900781,0.0,0,80
0.5013509838455693,0.0,0.4986490161544307,1.0,0.4987918210031763,0.0,0,81
0.501271262707961,0.0,0.49872873729203904,1.0,0.49875409941849885,0.0,0,82
0.5095741019125481,0.0,0.49042589808745185,1.0,0.4902845163306349,0.0,0,83
0.5011492474994588,0.0,0.49885075250054123,1.0,0.4988373985226065,0.0,0,84
0.501508361471056,0.0,0.49849163852894396,1.0,0.49844578534031025,0.0,0,85
0.5051512751139395,0.0,0.49484872488606046,1.0,0.4948240587457091,0.0,0,86
0.505956553986638,0.0,0.49404344601336203,1.0,0.49432383624182624,0.0,0,87
0.5018759847859464,0.0,0.4981240152140536,1.0,0.49814103640965657,0.0,0,88
0.5021817621596479,0.0,0.49781823784035206,1.0,0.4980150910714627,0.0,0,89
0.5017014110995768,0.0,0.4982985889004232,1.0,0.4981580060809415,0.0,0,90
0.5050527137003025,0.0,0.49494728629969753,1.0,0.4950484114815997,0.0,0,91
0.5030527059706373,0.0,0.49694729402936266,1.0,0.4969929064849085,0.0,0,92
0.50252244640739,0.0,0.49747755359261003,1.0,0.4974317246639458,0.0,0,93
0.5014451254711703,0.0,0.49855487452882974,1.0,0.498702366498429,0.0,0,94
0.5017081747321807,0.0,0.49829182526781934,1.0,0.4985423682310598,0.0,0,95
0.5010304747588086,0.0,0.4989695252411914,1.0,0.4990021123109296,0.0,0,96
0.5035676532507146,0.0,0.4964323467492854,1.0,0.4963791028819681,0.0,0,97
0.5031587600708007,0.0,0.49684123992919926,1.0,0.496771749431102,0.0,0,98
0.5022452573953031,0.0,0.4977547426046969,1.0,0.49780514317129226,0.0,0,99
0.5011581839673793,0.0,0.4988418160326207,1.0,0.49902003163678527,0.0,0,100
0.5009714703096168,0.0,0.49902852969038325,1.0,0.49897709252431277,0.0,0,101
0.5041295146676766,0.0,0.49587048533232336,1.0,0.4959555006052066,0.0,0,102
0.5048567979907805,0.0,0.49514320200921946,1.0,0.49519278367406405,0.0,0,103
0.5015580184509804,0.0,0.49844198154901964,1.0,0.4985141653198779,0.0,0,104
0.5032324741820067,0.0,0.4967675258179933,1.0,0.49677791723379583,0.0,0,105
0.5011153880028645,0.0,0.4988846119971355,1.0,0.4987206076765768,0.0,0,106
0.5010884673985679,0.0,0.49891153260143206,1.0,0.49876331911390975,0.0,0,107
0.5021539774867962,0.0,0.49784602251320376,1.0,0.49770857424460996,0.0,0,108
0.5079004467183866,0.0,0.49209955328161337,1.0,0.4921424165265811,0.0,0,109
0.503532303216642,0.0,0.496467696783358,1.0,0.49648962424372095,0.0,0,110
0.5013354586640477,0.0,0.4986645413359523,1.0,0.4988069135210479,0.0,0,111
0.5047830969702758,0.0,0.4952169030297242,1.0,0.4952680486059547,0.0,0,112
0.5017387026156216,0.0,0.4982612973843784,1.0,0.4982264351713443,0.0,0,113
0.508503431085621,0.0,0.491496568914379,1.0,0.49153129677984536,0.0,0,114
0.5010592396721809,0.0,0.4989407603278191,1.0,0.49897709252431277,0.0,0,115
0.501499332214175,0.0,0.498500667785825,1.0,0.4984577401399553,0.0,0,116
0.5055076909878369,0.0,0.4944923090121631,1.0,0.49432604222090276,0.0,0,117
0.5011729275965822,0.0,0.49882707240341784,1.0,0.49882194889496767,0.0,0,118
0.5011538024391387,0.0,0.49884619756086135,1.0,0.49873555135349856,0.0,0,119
