label,sample_idx,omega,phi,eta,xi,delta,rscore,head_Oh,head_eta,head_mean_corr,head_DEF,head_Xi,head_mp_escape,head_n_escaped,head_oc_score
0,0,0.5438244633438476,0.0,0.4561755366561524,1.0,,0.0,27.53048948346151,0.7733458750409354,0.8526911430648912,0.9697284262742344,0.06854858161662492,0.03125,1,0.7598719799485805
0,1,0.5414893880590931,0.0,0.4585106119409069,1.0,,0.0,28.15773177203911,0.8001169712824905,0.874088185818091,0.9761264731728709,0.06247466816167108,0.03125,1,0.7911976129387378
0,2,0.5398249986294916,0.0,0.4601750013705084,1.0,,0.0,28.93240220475596,0.8310899672795269,0.9001053199734421,0.9828671114515011,0.056115773520114015,0.03125,1,0.828026322436548
0,3,0.5364788774592422,0.0,0.46352112254075784,1.0,,0.0,28.959742588937075,0.840637696548252,0.9002790774951851,0.973217378681325,0.05428929341431092,0.03125,1,0.829277235751724
0,4,0.5310921669006348,0.0,0.46890783309936523,1.0,,0.0,28.088778473856973,0.7970747445831601,0.8714730117110759,0.9698588358591269,0.06313685800040357,0.03125,1,0.7857373794387752
0,5,0.5420106271615529,0.0,0.4579893728384471,1.0,,0.0,28.83113336462505,0.8298359891315561,0.8964209047266896,0.9821367312931867,0.056360180971298045,0.03125,1,0.8243455745674543
0,6,0.5615246621217951,0.0,0.4384753378782049,1.0,,0.0,28.020253713335876,0.791436825962652,0.8700051691584396,0.9730959272402874,0.06438265447913154,0.03125,1,0.7828664845878827
0,7,0.5503450796983848,0.0,0.44965492030161525,1.0,,0.0,27.645551694084386,0.776645349440265,0.8580614585741553,0.9734259478481625,0.06776918598801071,0.03125,1,0.7664777322025937
0,8,0.5382514929643727,0.0,0.4617485070356273,1.0,,0.0,28.2498807580062,0.8006304073838122,0.8767211467275849,0.9765070839254266,0.06236359746815776,0.03125,1,0.7938275296286912
0,9,0.5498048617165155,0.0,0.45019513828348445,1.0,,0.0,27.89477782862951,0.7833017292489066,0.8647583426943998,0.9746007522846205,0.06622369657508942,0.03125,1,0.7758054192857216
0,10,0.5402441358534545,0.0,0.45975586414654546,1.0,,0.0,28.392621363631,0.8107497543442601,0.8813031946821548,0.9760203243737425,0.06021435308077644,0.03125,1,0.8018909195778464
0,11,0.551782156035692,0.0,0.44821784396430797,1.0,,0.0,28.47841476714685,0.8103878440154335,0.8848187394927065,0.9766664389438519,0.06028992646337145,0.03125,1,0.8045993213255425
0,12,0.5336346207889937,0.0,0.4663653792110063,1.0,,0.0,29.14911968002923,0.8447965774598265,0.9066330241863543,0.9831940702467394,0.053512402524192204,0.03125,1,0.8395271900669075
0,13,0.5331845982077102,0.0,0.46681540179228975,1.0,,0.0,29.13575995691805,0.8426435670577926,0.9062138423687601,0.9834503575306633,0.05391319296299033,0.03125,1,0.8383457991169332
0,14,0.5510027131449678,0.0,0.44899728685503215,1.0,,0.0,28.47518824403179,0.809934865811696,0.8845981498315777,0.9795156200151598,0.060384650123193655,0.03125,1,0.8052067893384751
0,15,0.5456977087758416,0.0,0.45430229122415844,1.0,,0.0,28.089499364868537,0.7898147047256968,0.8722029586051883,0.9801710893158133,0.06474562302693124,0.03125,1,0.7863228841870126
0,16,0.5525177486483138,0.0,0.4474822513516862,1.0,,0.0,28.759991097500276,0.8209611938819936,0.894788826346798,0.9813411305752547,0.0581206251326608,0.03125,1,0.8186847826917791
0,17,0.5299093715777011,0.0,0.4700906284222989,1.0,,0.0,28.557752208372158,0.8146630030102457,0.8867646232132678,0.9783762139112131,0.059403221610618534,0.03125,1,0.8088370252790209
0,18,0.5506989727466454,0.0,0.44930102725335463,1.0,,0.0,28.323564682807024,0.7961973770309837,0.8805510504494548,0.9828341733576978,0.06332913195193324,0.03125,1,0.7966586081575612
0,19,0.5424397995108206,0.0,0.45756020048917945,1.0,,0.0,28.99268156915645,0.8321890827084519,0.9021508893334232,0.9825938078569105,0.05590242147053305,0.03125,1,0.8300589637986124
0,20,0.5622952901579426,0.0,0.43770470984205745,1.0,,0.0,27.920344988282675,0.7849686687730995,0.8663453882838146,0.975468947327871,0.06584221388572266,0.03125,1,0.7779010528606473
0,21,0.5291003766487744,0.0,0.4708996233512256,1.0,,0.0,29.0808875605625,0.843592217671825,0.9039745170198386,0.9805786326966066,0.053736229717048736,0.03125,1,0.8361020058633981
0,22,0.5349677056404595,0.0,0.4650322943595405,1.0,,0.0,28.160425270915034,0.7944453749567622,0.8745278625825769,0.9794842867585535,0.06371483475644832,0.03125,1,0.790054164390201
0,23,0.5349953610221704,0.0,0.4650046389778296,1.0,,0.0,27.945624675784465,0.7909765660138152,0.867713593656437,0.9764945542713582,0.06448543574328434,0.03125,1,0.7818713760910557
0,24,0.5395907146233286,0.0,0.46040928537667136,1.0,,0.0,28.32969058706084,0.8063799275455079,0.8790083093359645,0.977617049191004,0.061133219725475835,0.03125,1,0.7987041473326321
0,25,0.5444926348796766,0.0,0.4555073651203234,1.0,,0.0,28.70972806242391,0.8220556151282965,0.8924037517296377,0.9818418296503625,0.057900592606923464,0.03125,1,0.8176103951378259
0,26,0.5572594088628436,0.0,0.44274059113715636,1.0,,0.0,28.6709998897102,0.8180835252761232,0.8913094660356351,0.9810910300503521,0.05870317617326296,0.03125,1,0.8146842455578257
0,27,0.5355946153610543,0.0,0.46440538463894565,1.0,,0.0,28.468736412718297,0.8150929272860066,0.8838074245229233,0.9721524250708898,0.059314776481086746,0.03125,1,0.8045441124390327
0,28,0.5462297538376121,0.0,0.4537702461623879,1.0,,0.0,28.188686546539266,0.7988565484188554,0.8757159121141517,0.9743341289014047,0.06274817274210892,0.03125,1,0.7911795803192254
0,29,0.5469372855320943,0.0,0.4530627144679057,1.0,,0.0,28.235048905681314,0.7972788772463704,0.8766778074794195,0.9812114522987941,0.0630922063705034,0.03125,1,0.7937380031703598
0,30,0.5324322016053293,0.0,0.46756779839467066,1.0,,0.0,29.09853613413717,0.8372277745188634,0.905490324505067,0.9838701243228115,0.05493468433660461,0.03125,1,0.8354202044287184
0,31,0.5201067701843103,0.0,0.4798932298156897,1.0,,0.0,28.656742521058778,0.8245747392405499,0.8897117100545939,0.9764387031691953,0.05739728489089647,0.03125,1,0.8150027613127928
0,32,0.5479583906801703,0.0,0.45204160931982973,1.0,,0.0,27.69887721500373,0.7766065523274749,0.8582183981566771,0.972150566510864,0.06777829888245819,0.03125,1,0.7666690602395112
0,33,0.5385271549224854,0.0,0.4614728450775146,1.0,,0.0,28.30481433127212,0.8068606060575412,0.8779661262731493,0.9750417506637361,0.06103146238526344,0.03125,1,0.7972766001351199
0,34,0.5478811974575302,0.0,0.45211880254246983,1.0,,0.0,27.889161283628034,0.7895212260358038,0.8654953245773914,0.9723042010778153,0.06481151057329365,0.03125,1,0.7781291460777139
0,35,0.5546634987135666,0.0,0.44533650128643343,1.0,,0.0,28.22716997129628,0.7994999691134012,0.8762171081404311,0.978070903883831,0.06260840484157197,0.03125,1,0.7933609965161764
0,36,0.5310146735031296,0.0,0.4689853264968704,1.0,,0.0,28.083731546765836,0.7938768694531338,0.8717898454416125,0.970878720872097,0.0638404952071795,0.03125,1,0.7847654088377709
0,37,0.5375153946845161,0.0,0.46248460531548385,1.0,,0.0,28.340486988339617,0.8053308157889845,0.880202099636173,0.9739209865151116,0.061355901289650704,0.03125,1,0.7977204394031642
0,38,0.5435065121450581,0.0,0.4564934878549419,1.0,,0.0,28.082825448819428,0.7881845355492587,0.8722792897387173,0.9753684449990092,0.06511245396718693,0.03125,1,0.7839638431603901
0,39,0.5391087004976921,0.0,0.4608912995023079,1.0,,0.0,28.388225739773905,0.8005878145599784,0.8821464124241087,0.9818282889058221,0.062372803979950465,0.03125,1,0.7997361901666575
0,40,0.5525091913674116,0.0,0.4474908086325884,1.0,,0.0,28.134415438596154,0.7919417622101065,0.8741141481821993,0.9748983566279296,0.06427008492520606,0.03125,1,0.7869355653932185
0,41,0.5475509854947821,0.0,0.4524490145052179,1.0,,0.0,28.69982426768921,0.8170983224460457,0.8924185592943554,0.9826314442817581,0.058903957983617014,0.03125,1,0.8156237256863996
0,42,0.5388632534799839,0.0,0.4611367465200161,1.0,,0.0,28.07816899259152,0.7954286143923851,0.8715105101892449,0.9749557298306153,0.06349808652424765,0.03125,1,0.7866152535796603
