date,active_students,total_clicks,mean_clicks_per_student,std_clicks_per_student,entropy_clicks,dominance_clicks,gini_clicks,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2013-12-04,151,11277.0,74.68211920529801,81.80661827052843,1.399469565562587,0.4864768998847211,0.6530499640369286,28.0,1794.0,27.0,2246.0,0.0,5486.0,491.0,1106.0,99.0
2013-12-11,151,10036.0,66.4635761589404,89.96185908773977,1.4246123602838847,0.4131127939418095,0.6412470661175325,12.0,2553.0,29.0,2131.0,0.0,4146.0,338.0,688.0,139.0
2013-12-18,171,9816.0,57.40350877192982,70.74917220579674,1.369961884153325,0.405358598207009,0.656592411482387,3.0,2929.0,5.0,1979.0,0.0,3979.0,254.0,514.0,153.0
2013-12-25,177,11490.0,64.91525423728814,70.03444385893472,1.37127760176874,0.35552654482158397,0.6475969442026882,15.0,4042.0,3.0,2308.0,0.0,4085.0,244.0,617.0,176.0
2014-01-01,200,20845.0,104.225,118.87158775333991,1.3861028377875833,0.3716478771887743,0.646880413635031,37.0,7747.0,17.0,4427.0,67.0,6792.0,265.0,1039.0,454.0
2014-01-08,208,20911.0,100.53365384615384,104.70498308487161,1.3361549809503697,0.3991679020611162,0.6653595396362362,2.0,6690.0,8.0,4088.0,15.0,8347.0,116.0,1154.0,491.0
2014-01-15,222,26594.0,119.7927927927928,115.33301701126625,1.368469197308918,0.4138903512070392,0.6585696021659021,5.0,7607.0,9.0,5142.0,5.0,11007.0,201.0,1934.0,684.0
2014-01-22,191,15468.0,80.98429319371728,82.75659613322681,1.2993955979413823,0.4525471942073959,0.6789931902422205,4.0,4054.0,2.0,3237.0,3.0,7000.0,63.0,714.0,391.0
2014-01-29,191,14847.0,77.73298429319372,85.63264357136651,1.2691874112750658,0.44022361419815453,0.6847174513369705,24.0,4287.0,0.0,3168.0,0.0,6536.0,64.0,518.0,250.0
2014-02-05,189,12470.0,65.97883597883597,67.58439424700795,1.2838239145279193,0.45926222935044103,0.6853782411120021,33.0,3397.0,3.0,2498.0,4.0,5727.0,37.0,492.0,279.0
2014-02-12,198,12978.0,65.54545454545455,61.77251729920238,1.3338608795975229,0.42633687779318846,0.6674029554288454,18.0,3599.0,3.0,2733.0,0.0,5533.0,47.0,674.0,371.0
2014-02-19,210,16167.0,76.98571428571428,74.62774146333496,1.408897930949148,0.4027958186429146,0.63972564139571,13.0,4003.0,1.0,3699.0,0.0,6512.0,128.0,1243.0,568.0
2014-02-26,162,8827.0,54.48765432098765,60.743057079691674,1.3342076762213253,0.41554321966693103,0.6636708080007049,11.0,2436.0,1.0,2025.0,0.0,3668.0,62.0,419.0,205.0
2014-03-05,167,7077.0,42.377245508982035,55.08508571166864,1.3004664590861503,0.4155715698742405,0.6692415179062063,2.0,1964.0,0.0,1718.0,1.0,2941.0,53.0,281.0,117.0
2014-03-12,147,5993.0,40.7687074829932,40.57714044755776,1.217235217911577,0.4920740864341732,0.7016704673971486,0.0,1483.0,0.0,1257.0,0.0,2949.0,28.0,192.0,84.0
2014-03-19,109,4152.0,38.091743119266056,39.75926209890732,1.0912521565741846,0.6177745664739884,0.7397773496039393,4.0,676.0,0.0,702.0,0.0,2565.0,19.0,131.0,55.0
2014-03-26,142,6009.0,42.316901408450704,43.545567798637904,1.1082526219261508,0.6202363121983692,0.7374493814833305,0.0,899.0,3.0,1020.0,1.0,3727.0,43.0,227.0,89.0
