date,active_students,total_clicks,mean_clicks_per_student,std_clicks_per_student,entropy_clicks,dominance_clicks,gini_clicks,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2013-12-04,29,1883.0,64.93103448275862,75.65298774075126,1.4356929169252277,0.46733935209771643,0.6382250545819319,12.0,370.0,11.0,358.0,0.0,880.0,109.0,131.0,12.0
2013-12-11,41,2396.0,58.4390243902439,95.90189315776466,1.444969803577015,0.38898163606010017,0.6265071415321832,3.0,588.0,4.0,576.0,0.0,932.0,105.0,158.0,30.0
2013-12-18,36,2163.0,60.083333333333336,74.66159767019901,1.4306446504760404,0.3444290337494221,0.6285508809780654,5.0,745.0,1.0,447.0,0.0,725.0,94.0,114.0,32.0
2013-12-25,43,3010.0,70.0,87.17637828123257,1.403188689734456,0.38870431893687707,0.6488002953119233,10.0,1025.0,13.0,483.0,0.0,1170.0,108.0,162.0,39.0
2014-01-01,49,5484.0,111.91836734693878,124.4128802201821,1.389858660530494,0.4022611232676878,0.6521598184617878,1.0,2206.0,10.0,1111.0,20.0,1629.0,72.0,307.0,128.0
2014-01-08,44,4496.0,102.18181818181819,94.86647859138958,1.3906874899716075,0.3741103202846975,0.6472419928825622,0.0,1477.0,0.0,860.0,6.0,1682.0,52.0,280.0,139.0
2014-01-15,46,5783.0,125.71739130434783,115.91463557731092,1.368637014013227,0.3897630987376794,0.6549464906718927,0.0,1814.0,1.0,1102.0,1.0,2254.0,45.0,432.0,134.0
2014-01-22,39,3313.0,84.94871794871794,106.57871744010083,1.345414893819066,0.3676426199818895,0.6547271690646276,0.0,1101.0,7.0,718.0,0.0,1218.0,12.0,176.0,81.0
2014-01-29,37,3374.0,91.1891891891892,100.9208514703713,1.2648432801719776,0.4078245406046236,0.6830665876309029,4.0,1160.0,4.0,649.0,0.0,1376.0,8.0,117.0,56.0
2014-02-05,39,2510.0,64.35897435897436,74.12272815889396,1.3166927960303552,0.502788844621514,0.6816290393979637,12.0,557.0,10.0,451.0,0.0,1262.0,11.0,142.0,65.0
2014-02-12,36,2467.0,68.52777777777777,75.37148226953063,1.371636076998569,0.44264288609647345,0.6617123812097465,4.0,646.0,0.0,470.0,0.0,1092.0,36.0,144.0,75.0
2014-02-19,37,2023.0,54.67567567567568,61.65337019965652,1.3925530079553565,0.393475037073653,0.6441478552205195,0.0,549.0,3.0,455.0,0.0,796.0,8.0,137.0,75.0
2014-02-26,26,1214.0,46.69230769230769,51.24358813982279,1.3025727678340802,0.35831960461285006,0.6611751784733664,0.0,435.0,0.0,271.0,0.0,428.0,4.0,50.0,26.0
2014-03-05,26,883.0,33.96153846153846,34.36062232940354,1.2414748546525969,0.42242355605889015,0.6888133887001384,0.0,285.0,0.0,179.0,0.0,373.0,1.0,33.0,12.0
2014-03-12,21,1038.0,49.42857142857143,59.24490850422059,1.329421234879022,0.5327552986512524,0.6750160565189467,2.0,190.0,0.0,171.0,0.0,553.0,27.0,60.0,35.0
