label,sample_idx,omega,phi,eta,xi,delta,rscore,head_Oh,head_eta,head_mean_corr,head_DEF,head_Xi,head_mp_escape,head_n_escaped,head_oc_score
0,0,0.5380884809527057,0.0,0.4619115190472943,1.0,,0.0,28.230499544480892,0.8140064095270867,0.875340218072737,0.9582981320605802,0.059538552289841645,0.03125,1,0.7927367170090125
0,1,0.5126366634872173,0.0,0.48736333651278274,1.0,,0.0,28.509707524867796,0.8370791966663822,0.8826725775712778,0.944611684605228,0.0549629792257205,0.0625,2,0.804727879647355
0,2,0.5144662451471301,0.0,0.48553375485286987,1.0,,0.0,28.58544533203041,0.8299420374678051,0.8861939258861641,0.9568310146656069,0.056339470408685345,0.03125,1,0.8082833006585267
0,3,0.5137597322463989,0.0,0.4862402677536011,1.0,,0.0,29.6352555131123,0.881554278751481,0.9208698481447143,0.9646812315744306,0.04711168054422862,0.03125,1,0.8609914988371331
0,4,0.5198105414451174,0.0,0.4801894585548826,1.0,,0.0,28.222171871890396,0.8213929700788538,0.874155026430239,0.9427227794910518,0.058033717176733016,0.0625,2,0.7900801948155798
0,5,0.5373469663894584,0.0,0.46265303361054155,1.0,,0.0,28.210911530340717,0.8124263018535849,0.8748463049021638,0.9570688277646942,0.05986549383444144,0.03125,1,0.7911857771810034
0,6,0.5397100329889493,0.0,0.46028996701105074,1.0,,0.0,27.56858389352627,0.7866511270982472,0.852695780594393,0.947667309780002,0.06545940796586516,0.0625,2,0.7588970808312457
0,7,0.5091732813948946,0.0,0.4908267186051054,1.0,,0.0,28.58990329091742,0.8310560658268593,0.8863136357543654,0.9587870235831436,0.05612236714506774,0.03125,1,0.8095214900550395
0,8,0.5143342358691089,0.0,0.48566576413089113,1.0,,0.0,29.195966575383594,0.8565586671031991,0.9073200780394693,0.9649085050939215,0.051374870572764506,0.03125,1,0.8392529796259717
0,9,0.509982250425526,0.0,0.49001774957447397,1.0,,0.0,28.774929021453293,0.8414489131820688,0.8923401268007476,0.958502643920708,0.054136875454697225,0.03125,1,0.8188243220140893
0,10,0.5156783938741333,0.0,0.4843216061258667,1.0,,0.0,29.15529140630654,0.856346695825065,0.9050082879746157,0.9624613185139648,0.05141262629294343,0.03125,1,0.8367681211028726
0,11,0.5247822125086531,0.0,0.4752177874913469,1.0,,0.0,27.150440910765933,0.7728545267776833,0.8386857473581024,0.937376131648787,0.06866541129807115,0.0625,2,0.7379041469926509
0,12,0.5110942307018471,0.0,0.4889057692981529,1.0,,0.0,29.451939686954063,0.8710701791365514,0.9147873803064417,0.964174231254521,0.04885496862992609,0.03125,1,0.8515053810410536
0,13,0.5161457093559819,0.0,0.4838542906440181,1.0,,0.0,28.839487208035536,0.8460961065061912,0.8951521698131859,0.9567402375515786,0.05327193397665512,0.03125,1,0.8222968910212255
