label,sample_idx,omega,phi,eta,xi,delta,rscore,head_Oh,head_eta,head_mean_corr,head_DEF,head_Xi,head_mp_escape,head_n_escaped,head_oc_score
0,0,0.5850355682038089,0.0,0.41496443179619114,1.0,,0.0,28.33296881170096,0.8093740973943053,0.8793324023606249,0.9741183597453961,0.06050212030864512,0.03125,1,0.7990477185277752
0,1,0.5508699916056247,0.0,0.44913000839437534,1.0,,0.0,28.201302471827972,0.8065724263227686,0.8744512507843807,0.9665007887803183,0.06109244830444419,0.03125,1,0.7914673736892053
0,2,0.5665665427922282,0.0,0.4334334572077718,1.0,,0.0,28.454638875601056,0.8112543243273971,0.8843441896704545,0.9773854834455175,0.060109147875143216,0.03125,1,0.8047332784428047
0,3,0.549275571141114,0.0,0.450724428858886,1.0,,0.0,29.502606609662873,0.8643954775222397,0.9183261015641329,0.9807210177055721,0.049998291673557,0.03125,1,0.8565215555385467
0,4,0.5958030223846436,0.0,0.40419697761535645,1.0,,0.0,27.527059036021424,0.7723739727564473,0.8529350837778076,0.9694107042312704,0.0687798669939107,0.03125,1,0.7594126990130774
0,5,0.5802564441218832,0.0,0.41974355587811685,1.0,,0.0,29.049291590641985,0.8386271583557022,0.903770796789113,0.9795466756718249,0.05466890192575198,0.03125,1,0.8332056795100435
0,6,0.6208902052660427,0.0,0.37910979473395734,1.0,,0.0,27.080954813556346,0.7501425869518065,0.8381979178584831,0.9712533059202756,0.07428872445168633,0.03125,1,0.7378465069686377
0,7,0.5729621778848129,0.0,0.42703782211518715,1.0,,0.0,28.04673111117848,0.7965340995156136,0.8680871937550656,0.9673036358642765,0.06325527051817603,0.03125,1,0.7825153224865173
0,8,0.5592247878310773,0.0,0.4407752121689227,1.0,,0.0,28.043507648387358,0.7943761671757125,0.871379381282689,0.9683780883939143,0.06373011896787377,0.03125,1,0.7835292543513181
0,9,0.5465833823567838,0.0,0.45341661764321617,1.0,,0.0,29.437718513587967,0.8582858573725428,0.9162266814829507,0.9821266397822166,0.05106825995020052,0.03125,1,0.8526929443345028
0,10,0.5414914949132209,0.0,0.4585085050867791,1.0,,0.0,28.328329970194282,0.8117170759254011,0.878910615734199,0.9706033420365794,0.060012823598762886,0.03125,1,0.7986424725779019
0,11,0.6165799170876782,0.0,0.38342008291232177,1.0,,0.0,27.025120477436793,0.7477236821745823,0.8374353327093176,0.9670703210866323,0.07491412580705509,0.03125,1,0.7343702761781693
0,12,0.5403322681422197,0.0,0.4596677318577803,1.0,,0.0,29.122480478501046,0.846998234782106,0.9055641451885634,0.9787250175448371,0.05310563733372637,0.03125,1,0.8381628430207854
0,13,0.5414466859745973,0.0,0.45855331402540267,1.0,,0.0,28.884716044640477,0.8352538343186,0.8981372773462543,0.977909395819873,0.055311789496964636,0.03125,1,0.8266829461024741
0,14,0.6398381314009314,0.0,0.3601618685990686,1.0,,0.0,27.265083101565327,0.7580401630164,0.8457101304279451,0.9655791016152131,0.07228294941145916,0.03125,1,0.7452646276934195
0,15,0.5771975948101771,0.0,0.4228024051898229,1.0,,0.0,27.988146675224453,0.7884759615184733,0.8688889639916705,0.9752472195680412,0.06504672323396124,0.03125,1,0.7813720419412808
0,16,0.5718596840442274,0.0,0.4281403159557726,1.0,,0.0,27.937269374695056,0.7880170519569735,0.8669484849280583,0.9751413031159462,0.06515025971614567,0.03125,1,0.779631786950003
0,17,0.6179814694067182,0.0,0.38201853059328184,1.0,,0.0,27.06749122551073,0.7515043343256989,0.8386864513796577,0.9664300845313191,0.07393894805507821,0.03125,1,0.7369715915470324
0,18,0.58403963036314,0.0,0.41596036963686,1.0,,0.0,27.36463880653162,0.7610204077789682,0.847610603738169,0.9727039546488531,0.0715401999651965,0.03125,1,0.7509916435971309
0,19,0.5828176573383722,0.0,0.4171823426616278,1.0,,0.0,28.529498686071594,0.8118739157000037,0.886259081230443,0.9796812170047405,0.05998021157821405,0.03125,1,0.8075067570409417
0,20,0.6127508365176112,0.0,0.3872491634823888,1.0,,0.0,27.288557022758223,0.7610316532076249,0.8450961998957264,0.9687087844040028,0.0715374118342505,0.03125,1,0.7476153422216786
0,21,0.6064281340651418,0.0,0.39357186593485816,1.0,,0.0,28.363528247867343,0.809226073121349,0.8814383358088907,0.9758321695257283,0.06053316664805351,0.03125,1,0.8009254180447292
0,22,0.5778613288197971,0.0,0.4221386711802029,1.0,,0.0,28.559047805988765,0.8167412396405624,0.8871019632738928,0.9772014827124355,0.05897689997916845,0.03125,1,0.8095335204107444
0,23,0.54693984338706,0.0,0.45306015661293997,1.0,,0.0,29.538751128278513,0.8657744126950231,0.9196172305707441,0.979164453997548,0.04975991862996305,0.03125,1,0.8576036024541488
0,24,0.5959162977783716,0.0,0.40408370222162837,1.0,,0.0,27.92567325588923,0.7907834509961831,0.8655208206007147,0.9687546160743743,0.06452860936619138,0.03125,1,0.7779012243896269
0,25,0.5353735668815496,0.0,0.4646264331184504,1.0,,0.0,29.154055684413887,0.8493321847635927,0.9058452573864051,0.9726639718307558,0.05267780623810168,0.03125,1,0.8376038578182459
0,26,0.543762052857391,0.0,0.456237947142609,1.0,,0.0,28.004577944946504,0.7935787253913755,0.8686780985615431,0.9703907622358188,0.06390649495427769,0.03125,1,0.7820899846058902
0,27,0.5423610117748618,0.0,0.45763898822513815,1.0,,0.0,29.36540914773043,0.8577695799173297,0.9136203090526475,0.977557347261174,0.05115971723038394,0.03125,1,0.8488956169261583
0,28,0.6032267322981668,0.0,0.3967732677018332,1.0,,0.0,28.374231038657406,0.8094010303398658,0.8807700236484074,0.9730979791034873,0.06049647315447202,0.03125,1,0.7998680183807667
0,29,0.6098397964125879,0.0,0.3901602035874121,1.0,,0.0,27.822420529479114,0.7838326201041106,0.8622379495090182,0.9759367623784686,0.06610196180070695,0.03125,1,0.7744746685304229
0,30,0.5638565304390668,0.0,0.4361434695609332,1.0,,0.0,28.01118599832208,0.7897038601258671,0.8696605809174119,0.9760693770654583,0.0647705003611651,0.03125,1,0.7828193068244202
0,31,0.5832978998876646,0.0,0.41670210011233544,1.0,,0.0,29.14862535845113,0.8492642480158319,0.9054172314550583,0.9722737103658411,0.05269021073135036,0.03125,1,0.8371743439729443
0,32,0.6217716233410933,0.0,0.37822837665890674,1.0,,0.0,27.380679182735264,0.7650214399054637,0.8484296749806172,0.966211571753253,0.07055503251037597,0.03125,1,0.7512303999415185
0,33,0.5883555774858032,0.0,0.41164442251419675,1.0,,0.0,28.45467952782584,0.8106862999154433,0.8837478261713323,0.9750390764662189,0.06022759665422509,0.03125,1,0.8034048186339602
