omega,phi,eta,xi,delta,rscore,label,sample_idx
0.503701375062642,0.0,0.496298624937358,1.0,0.4963055679036304,0.0,0,0
0.5060398682544659,0.0,0.4939601317455341,1.0,0.4939617292547483,0.0,0,1
0.5087217581552702,0.0,0.4912782418447298,1.0,0.4915007858227489,0.0,0,2
0.502818883046458,0.0,0.49718111695354195,1.0,0.49716336383864046,0.0,0,3
0.5053371899626704,0.0,0.4946628100373296,1.0,0.4946341905734729,0.0,0,4
0.5061448988350083,0.0,0.49385510116499165,1.0,0.4937970973197559,0.0,0,5
0.5082872210208303,0.0,0.49171277897916965,1.0,0.49161161106340684,0.0,0,6
0.5078490789568373,0.0,0.4921509210431627,1.0,0.4922604842619187,0.0,0,7
0.5053134876230628,0.0,0.49468651237693717,1.0,0.4947799470502106,0.0,0,8
0.5121593933695106,0.0,0.48784060663048945,1.0,0.48774065349597845,0.0,0,9
0.5045877564551714,0.0,0.4954122435448286,1.0,0.49528743070969766,0.0,0,10
0.5089708198859587,0.0,0.4910291801140413,1.0,0.4910526025444509,0.0,0,11
0.5060096361818515,0.0,0.49399036381814854,1.0,0.4938936230936028,0.0,0,12
0.5043211777509146,0.0,0.49567882224908544,1.0,0.4957129642404619,0.0,0,13
0.5058546561089454,0.0,0.4941453438910546,1.0,0.49426952431441046,0.0,0,14
0.5106067747072178,0.0,0.4893932252927822,1.0,0.4893260499316944,0.0,0,15
0.5134567900215261,0.0,0.4865432099784739,1.0,0.48666015390388223,0.0,0,16
0.5172618265453639,0.0,0.4827381734546361,1.0,0.4828340659175649,0.0,0,17
0.509957637607817,0.0,0.490042362392183,1.0,0.4898834613035545,0.0,0,18
0.5077026034151235,0.0,0.4922973965848765,1.0,0.4921358125366186,0.0,0,19
0.5125235001169978,0.0,0.48747649988300223,1.0,0.4872856322688638,0.0,0,20
0.5037574335858593,0.0,0.49624256641414066,1.0,0.4963055679036304,0.0,0,21
0.5078487189794604,0.0,0.4921512810205396,1.0,0.4920953027363191,0.0,0,22
0.5067119383832934,0.0,0.4932880616167066,1.0,0.49334254958778784,0.0,0,23
0.5084314437361581,0.0,0.4915685562638419,1.0,0.49153840550286015,0.0,0,24
0.5086938471660626,0.0,0.4913061528339374,1.0,0.4913444627304194,0.0,0,25
0.507423442439116,0.0,0.49257655756088403,1.0,0.4925574581509933,0.0,0,26
0.5056744044276478,0.0,0.4943255955723522,1.0,0.4942314550825406,0.0,0,27
0.506390494806151,0.0,0.49360950519384905,1.0,0.493596941051623,0.0,0,28
0.5056877033469531,0.0,0.4943122966530469,1.0,0.4943063853072595,0.0,0,29
0.510092145112612,0.0,0.489907854887388,1.0,0.4898033808457909,0.0,0,30
0.5044539436557922,0.0,0.4955460563442078,1.0,0.4955745538579352,0.0,0,31
0.5053199684595937,0.0,0.4946800315404063,1.0,0.4947371369920328,0.0,0,32
0.5065073927969065,0.0,0.4934926072030935,1.0,0.4934930398783946,0.0,0,33
0.5059543627408181,0.0,0.49404563725918194,1.0,0.4941113599161648,0.0,0,34
0.5066940751890066,0.0,0.49330592481099345,1.0,0.49340433220487756,0.0,0,35
